ID,Rooms,Area,Price,Afdeling,Adresse,Postnummer,Googlemaps,X koordinate,Y koordinate,Bolig link,Price/Area
182,4 vær.,97,8871,Afd. 73 Fænøgade/Graven/Volden,Fænøgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581713000000000,10.2085969000000000|56.1615383000000000,10.2080960000000000",10.208096,56.1615383,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=881&afdeling=73&antalrum=4,91.45360824742268
183,1 vær.,54,4919,Afd. 74 Nørregade/Nørreport,Nørreport,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1610806000000000,10.2124487000000000",10.2124487,56.1610806,https://aarhusbolig.dk/afdelinger/?bolignr=37&selskab=881&afdeling=74&antalrum=1,91.0925925925926
184,2 vær.,67,6058,Afd. 74 Nørregade/Nørreport,Nørreport,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1610806000000000,10.2124487000000000",10.2124487,56.1610806,https://aarhusbolig.dk/afdelinger/?bolignr=64&selskab=881&afdeling=74&antalrum=2,90.41791044776119
185,3 vær.,78,7029,Afd. 74 Nørregade/Nørreport,Nørreport,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1610806000000000,10.2124487000000000",10.2124487,56.1610806,https://aarhusbolig.dk/afdelinger/?bolignr=83&selskab=881&afdeling=74&antalrum=3,90.11538461538461
186,4 vær.,114,10170,Afd. 74 Nørregade/Nørreport,Nørreport,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1610806000000000,10.2124487000000000",10.2124487,56.1610806,https://aarhusbolig.dk/afdelinger/?bolignr=54&selskab=881&afdeling=74&antalrum=4,89.21052631578948
187,3 vær.,91,8558,Afd. 75 Havnen,Helga Pedersens Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1659610800000000,10.2305674600000000",10.23056746,56.16596108,https://aarhusbolig.dk/afdelinger/?bolignr=29&selskab=881&afdeling=75&antalrum=3,94.04395604395604
188,4 vær.,111,10731,Afd. 75 Havnen,Helga Pedersens Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1659610800000000,10.2305674600000000",10.23056746,56.16596108,https://aarhusbolig.dk/afdelinger/?bolignr=25&selskab=881&afdeling=75&antalrum=4,96.67567567567568
189,2 vær.,69,6177,Afd. 160 Ældreboliger Frederiksbjerg-bo,Max Müllers Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1410908000000000,10.1939014000000000",10.1939014,56.1410908,https://aarhusbolig.dk/afdelinger/?bolignr=90&selskab=881&afdeling=160&antalrum=2,89.52173913043478
190,2 vær.,83,7022,Afd. 160 Ældreboliger Frederiksbjerg-bo,Max Müllers Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1410908000000000,10.1939014000000000",10.1939014,56.1410908,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=881&afdeling=160&antalrum=2,84.60240963855422
191,3 vær.,82,6594,Afd. 160 Ældreboliger Frederiksbjerg-bo,Max Müllers Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1410908000000000,10.1939014000000000",10.1939014,56.1410908,https://aarhusbolig.dk/afdelinger/?bolignr=91&selskab=881&afdeling=160&antalrum=3,80.41463414634147
192,3 vær.,106,7032,Afd. 160 Ældreboliger Frederiksbjerg-bo,Max Müllers Gade,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1410908000000000,10.1939014000000000",10.1939014,56.1410908,https://aarhusbolig.dk/afdelinger/?bolignr=98&selskab=881&afdeling=160&antalrum=3,66.33962264150944
